,query_id,tag,confidence
0,INEX_LD-20120111,ENTITY/Fall_of_Saigon,0.08084768056869507
1,INEX_LD-20120111,ENTITY/Vietnam_War,0.5777967572212219
2,INEX_LD-20120112,ENTITY/Fact,0.2325644791126251
3,INEX_LD-20120112,ENTITY/Vietnam_War,0.6291881203651428
4,INEX_LD-20120121,ENTITY/Vietnamese_cuisine,0.16258420050144196
5,INEX_LD-20120121,ENTITY/Recipe,0.2666187286376953
6,INEX_LD-20120122,ENTITY/Blog,0.4154610335826874
7,INEX_LD-20120131,ENTITY/Vietnam,0.5601227879524231
8,INEX_LD-20120131,ENTITY/National_park,0.11728981882333755
9,INEX_LD-20120131,ENTITY/Travel,0.00916948541998863
10,INEX_LD-20120132,ENTITY/Vietnam,0.5617300271987915
11,INEX_LD-20120211,ENTITY/Musical_tuning,0.1603998839855194
12,INEX_LD-20120211,ENTITY/Guitar_chord,0.5308643579483032
13,INEX_LD-20120212,ENTITY/Minor_chord,0.11760327219963075
14,INEX_LD-20120212,ENTITY/Guitar_chord,0.589716374874115
15,INEX_LD-20120221,ENTITY/Guitar,0.4001093804836273
16,INEX_LD-20120221,ENTITY/Classical_music,0.03474806249141693
17,INEX_LD-20120221,ENTITY/Flamenco,0.1909405142068863
18,INEX_LD-20120222,ENTITY/Guitar,0.415663093328476
19,INEX_LD-20120222,ENTITY/Johann_Sebastian_Bach,0.2364700883626938
20,INEX_LD-20120231,ENTITY/Guitar,0.44933855533599854
21,INEX_LD-20120231,ENTITY/Russia,0.044553786516189575
22,INEX_LD-20120232,ENTITY/Guitar,0.3585282862186432
23,INEX_LD-20120232,ENTITY/Blues,0.5311871170997621
24,INEX_LD-20120311,ENTITY/Film,0.3574135899543762
25,INEX_LD-20120311,ENTITY/Culture,0.2466517835855484
26,INEX_LD-20120311,ENTITY/Tango,0.052202969789505005
27,INEX_LD-20120312,ENTITY/Tango,0.3800376355648041
28,INEX_LD-20120312,ENTITY/Culture,0.20172083377838126
29,INEX_LD-20120312,ENTITY/Country,0.03138123825192452
30,INEX_LD-20120321,ENTITY/Tango_music,0.6852140426635742
31,INEX_LD-20120321,ENTITY/Composer,0.23452238738536835
32,INEX_LD-20120322,ENTITY/Tango_music,0.676127016544342
33,INEX_LD-20120322,ENTITY/Musical_instrument,0.2815263867378235
34,INEX_LD-20120331,ENTITY/Tango,0.3984343111515045
35,INEX_LD-20120331,ENTITY/Dance_music,0.10335765033960342
36,INEX_LD-20120332,ENTITY/History,0.02845712937414646
37,INEX_LD-20120332,ENTITY/Tango,0.4566827118396759
38,INEX_LD-20120411,ENTITY/Bicycle,0.3617386817932129
