,query_id,tag,confidence
0,INEX_LD-20120111,ENTITY/Vietnam,0.7399343250801571
1,INEX_LD-20120112,ENTITY/Vietnam,0.7399422426091757
2,INEX_LD-20120121,ENTITY/Vietnam,0.6802513348823651
3,INEX_LD-20120122,ENTITY/Vietnam,0.9462437285825408
4,INEX_LD-20120131,ENTITY/Vietnam,0.5062119452511264
5,INEX_LD-20120131,ENTITY/National_park,0.8723637703486128
6,INEX_LD-20120132,ENTITY/Vietnam,0.5132848026746599
7,INEX_LD-20120231,ENTITY/Russia,0.5455922462252479
8,INEX_LD-20120321,ENTITY/Tango_music,0.3872782595475841
9,INEX_LD-20120322,ENTITY/Tango_music,0.3872782595475841
10,INEX_LD-20120332,ENTITY/Argentine_tango,0.794363351756773
11,INEX_LD-20120512,ENTITY/South_Korea,0.3872782595475841
12,INEX_LD-2009039,ENTITY/Ancient_Roman_architecture,0.3872782595475841
13,INEX_LD-2009053,ENTITY/Finland,0.3872782595475841
14,INEX_LD-2009061,ENTITY/France,0.4776968304708081
15,INEX_LD-2009063,ENTITY/Normandy,0.8230992852024059
16,INEX_LD-2009096,ENTITY/Eiffel_(programming_language),0.8676380348422515
17,INEX_LD-2009111,ENTITY/Europe,0.6875216258934621
18,INEX_LD-2010004,ENTITY/India,0.5273168848777846
19,INEX_LD-2010019,ENTITY/Gallo-Roman_culture,0.3872782595475841
20,INEX_LD-2010019,ENTITY/Paris,0.8636321280297149
21,INEX_LD-2010020,ENTITY/France,0.8543273332582201
22,INEX_LD-2012301,ENTITY/Niagara_Falls,0.31869747053870223
23,INEX_LD-2012303,ENTITY/Valley,0.18595846686946035
24,INEX_LD-2012303,ENTITY/San_Joaquin_Valley,0.464821972539442
25,INEX_LD-2012305,ENTITY/North_Dakota,0.3872782595475841
26,INEX_LD-2012307,ENTITY/Millard_Fillmore,0.3872782595475841
27,INEX_LD-2012309,ENTITY/Malay_Peninsula,0.3872782595475841
28,INEX_LD-2012309,ENTITY/China,0.707252685824472
29,INEX_LD-2012311,ENTITY/John_Lennon,0.4513454772769636
30,INEX_LD-2012311,ENTITY/Yoko_Ono,0.3872782595475841
31,INEX_LD-2012313,ENTITY/John_Turturro,0.3872782595475841
32,INEX_LD-2012313,ENTITY/Coen_brothers,0.3872782595475841
33,INEX_LD-2012315,ENTITY/Metro_Manila,0.2846329286248485
34,INEX_LD-2012319,ENTITY/Alice_Munro,0.3872782595475841
35,INEX_LD-2012321,ENTITY/Asia,0.3353214059959831
36,INEX_LD-2012321,ENTITY/Stamford_Raffles,0.3872782595475841
37,INEX_LD-2012325,ENTITY/James_G._Blaine,0.3872782595475841
38,INEX_LD-2012327,ENTITY/Nobel_Prize_in_Literature,0.3872782595475841
39,INEX_LD-2012329,ENTITY/Sweden,0.4115246027353037
40,INEX_LD-2012329,ENTITY/Iceland,0.3872782595475841
41,INEX_LD-2012331,ENTITY/Seoul,0.3789625037791246
42,INEX_LD-2012331,ENTITY/China,0.35398714056843056
43,INEX_LD-2012333,ENTITY/Canada,0.4025079736333581
