,query_id,tag,confidence
0,INEX_LD-20120111,ENTITY/Vietnam,0.12571428571428572
1,INEX_LD-20120112,ENTITY/Vietnam,0.12571428571428572
2,INEX_LD-20120121,ENTITY/Vietnam,0.20170748299319724
3,INEX_LD-20120131,ENTITY/Vietnam,0.14857142857142858
4,INEX_LD-20120132,ENTITY/Vietnam,0.20170748299319724
5,INEX_LD-20120231,ENTITY/Russia,0.2141190476190476
6,INEX_LD-20120512,ENTITY/South_Korea,0.2267857142857143
7,INEX_LD-20120522,ENTITY/Digital_audio,0.4757142857142857
8,INEX_LD-2009022,ENTITY/Sichuan,0.3028571428571429
9,INEX_LD-2009053,ENTITY/Sisu_Auto,0.27714285714285714
10,INEX_LD-2009053,ENTITY/Finland,0.15857142857142856
11,INEX_LD-2009053,ENTITY/Saab_Automobile,0.10571428571428572
12,INEX_LD-2009061,ENTITY/France,0.2371428571428572
13,INEX_LD-2009096,ENTITY/Eiffel_Tower,0.13
14,INEX_LD-2009111,ENTITY/Europe,0.20357142857142854
15,INEX_LD-2010019,ENTITY/Paris,0.2452380952380953
16,INEX_LD-2010020,ENTITY/France,0.21285714285714288
17,INEX_LD-2010057,ENTITY/Albert_Einstein,0.1
18,INEX_LD-2012301,ENTITY/Niagara_Falls,0.4078571428571429
19,INEX_LD-2012301,"ENTITY/Niagara_Falls,_Ontario",0.1442857142857143
20,INEX_LD-2012301,"ENTITY/Niagara_Falls,_New_York",0.12285714285714285
21,INEX_LD-2012305,ENTITY/North_Dakota,0.2607857142857143
22,INEX_LD-2012307,ENTITY/Millard_Fillmore,0.2971428571428572
23,INEX_LD-2012307,ENTITY/Helen_Sworn,0.12428571428571428
24,INEX_LD-2012309,ENTITY/Malay_Peninsula,0.25
25,INEX_LD-2012311,ENTITY/John_Lennon,0.4527465986394558
26,INEX_LD-2012311,ENTITY/Yoko_Ono,0.31054421768707485
27,INEX_LD-2012313,ENTITY/John_Turturro,0.6113095238095237
28,INEX_LD-2012315,ENTITY/Baguio,0.2789523809523809
29,INEX_LD-2012315,ENTITY/Quezon_City,0.2542857142857143
30,INEX_LD-2012315,ENTITY/Manila,0.14642857142857146
31,INEX_LD-2012317,ENTITY/Sons_and_Lovers,0.2371428571428572
32,INEX_LD-2012318,ENTITY/Plan_9_from_Outer_Space,0.10285714285714287
33,INEX_LD-2012319,ENTITY/Alice_Munro,0.4177619047619048
34,INEX_LD-2012321,ENTITY/Stamford_Raffles,0.5715476190476191
35,INEX_LD-2012323,ENTITY/Vatnajökull,0.5157142857142857
36,INEX_LD-2012323,ENTITY/Langjökull,0.5028571428571429
37,INEX_LD-2012323,ENTITY/Hofsjökull,0.4914285714285714
38,INEX_LD-2012323,ENTITY/Island_country,0.2985714285714286
39,INEX_LD-2012325,ENTITY/James_G._Blaine,0.5528571428571428
40,INEX_LD-2012327,ENTITY/Nobel_Prize,0.3138095238095238
41,INEX_LD-2012329,ENTITY/Iceland,0.23
42,INEX_LD-2012329,ENTITY/Sweden,0.15904761904761905
43,INEX_LD-2012331,ENTITY/China,0.2753571428571429
44,INEX_LD-2012331,ENTITY/Seoul,0.172
45,INEX_LD-2012331,ENTITY/Korea,0.12785714285714286
46,INEX_LD-2012333,ENTITY/Canada,0.2371428571428572
47,INEX_LD-2012333,ENTITY/Wilfrid_Laurier,0.16285714285714287
48,INEX_LD-2012333,ENTITY/Prime_Minister_(rapper),0.15857142857142856
49,INEX_LD-2012335,ENTITY/Japan,0.2225
50,INEX_LD-2012336,ENTITY/Papua_Island,0.11285714285714285
51,INEX_LD-2012337,ENTITY/Texas,0.2571428571428571
52,INEX_LD-2012337,ENTITY/Baylor_University,0.2342857142857143
53,INEX_LD-2012339,ENTITY/John_Langalibalele_Dube,0.6028571428571429
