,query_id,tag,confidence
0,INEX_LD-20120111,ENTITY/Vietnam_War,0.6719330549240112
1,INEX_LD-20120111,ENTITY/War_film,0.2407096475362777
2,INEX_LD-20120112,ENTITY/Vietnam_War,0.5489091873168945
3,INEX_LD-20120112,ENTITY/Fact,0.08073534071445465
4,INEX_LD-20120121,ENTITY/Vietnam,0.3096678256988525
5,INEX_LD-20120121,ENTITY/Food,0.18536065518856049
6,INEX_LD-20120121,ENTITY/Recipe,0.17117026448249814
7,INEX_LD-20120122,ENTITY/Vietnamese_cuisine,0.11538461595773696
8,INEX_LD-20120122,ENTITY/Glossary_of_blogging,0.2196069061756134
9,INEX_LD-20120122,ENTITY/Blog,0.2370307743549347
10,INEX_LD-20120131,ENTITY/Vietnam,0.3121750056743622
11,INEX_LD-20120131,ENTITY/Tourism,0.14439718425273895
12,INEX_LD-20120131,ENTITY/National_park,0.1748865246772766
13,INEX_LD-20120132,ENTITY/Vietnam,0.2711210250854492
14,INEX_LD-20120132,ENTITY/Travel,0.10788505524396896
15,INEX_LD-20120132,ENTITY/Airport,0.08885309845209123
16,INEX_LD-20120211,ENTITY/Guitar_chord,0.6168456077575684
17,INEX_LD-20120211,ENTITY/Musical_tuning,0.3989394009113312
18,INEX_LD-20120212,ENTITY/Guitar_chord,0.5976812243461609
19,INEX_LD-20120212,ENTITY/Minor_scale,0.367073655128479
20,INEX_LD-20120221,ENTITY/Guitar,0.356690376996994
21,INEX_LD-20120221,ENTITY/Classical_guitar,0.3092695474624634
22,INEX_LD-20120221,ENTITY/Flamenco,0.5102877020835876
23,INEX_LD-20120222,ENTITY/Guitar,0.29064565896987915
24,INEX_LD-20120222,ENTITY/Classical_music,0.2557514011859894
25,INEX_LD-20120222,ENTITY/Johann_Sebastian_Bach,0.31754982471466064
26,INEX_LD-20120231,ENTITY/Guitar,0.21304023265838626
27,INEX_LD-20120231,ENTITY/Origin_(band),0.07541800290346146
28,INEX_LD-20120231,ENTITY/Russia,0.3683684468269348
29,INEX_LD-20120232,ENTITY/Guitar,0.32952624559402466
30,INEX_LD-20120232,ENTITY/Origin_Records,0.13228581845760345
31,INEX_LD-20120232,ENTITY/Blues,0.28222692012786865
32,INEX_LD-20120311,ENTITY/Tango,0.26010167598724365
33,INEX_LD-20120311,ENTITY/Culture,0.1568697690963745
34,INEX_LD-20120311,ENTITY/Film,0.13864733278751373
35,INEX_LD-20120312,ENTITY/Tango_music,0.1903705894947052
36,INEX_LD-20120312,ENTITY/Culture,0.20223382115364075
37,INEX_LD-20120312,ENTITY/Nation,0.13839519023895264
38,INEX_LD-20120321,ENTITY/Tango_music,0.2238806039094925
39,INEX_LD-20120321,ENTITY/Music_of_Bengal,0.001733102253638208
40,INEX_LD-20120322,ENTITY/Tango_music,0.4012271761894226
41,INEX_LD-20120322,ENTITY/Musical_instrument,0.1853775680065155
42,INEX_LD-20120331,ENTITY/Tango,0.40651166439056396
43,INEX_LD-20120331,ENTITY/Tango,0.3674988746643065
44,INEX_LD-20120331,ENTITY/Music_genre,0.04613890126347542
45,INEX_LD-20120332,ENTITY/Tango,0.5481387376785278
46,INEX_LD-20120332,ENTITY/Tango,0.5091259479522705
47,INEX_LD-20120332,ENTITY/History_of_dance,0.35531237721443176
48,INEX_LD-20120411,ENTITY/Bicycle,0.23559485375881195
49,INEX_LD-20120411,ENTITY/Sport,0.2299258112907409
50,INEX_LD-20120411,ENTITY/Racing,0.22851404547691345
51,INEX_LD-20120412,ENTITY/Bicycle,0.20406712591648105
52,INEX_LD-20120412,ENTITY/Sport,0.22539013624191284
53,INEX_LD-20120412,ENTITY/Olympic_sports,0.19222383201122284
54,INEX_LD-20120421,ENTITY/Bicycle,0.16458159685134888
55,INEX_LD-20120421,ENTITY/Vacation,0.11832096427679062
56,INEX_LD-20120421,ENTITY/New_England_town,0.016376810148358345
57,INEX_LD-20120422,ENTITY/Bicycle,0.17977814376354218
58,INEX_LD-20120422,ENTITY/Holiday,0.23432812094688416
59,INEX_LD-20120422,ENTITY/Nature,0.21646447479724884
60,INEX_LD-20120431,ENTITY/Bicycle,0.22170765697956085
61,INEX_LD-20120431,ENTITY/Health,0.33585065603256226
62,INEX_LD-20120431,ENTITY/Health,0.3421209752559662
63,INEX_LD-20120432,ENTITY/Bicycle,0.2188756763935089
64,INEX_LD-20120432,ENTITY/Health,0.21600012481212616
65,INEX_LD-20120432,ENTITY/Environmental_policy,0.22228053212165835
66,INEX_LD-20120511,ENTITY/Woman,0.00882912240922451
67,INEX_LD-20120511,ENTITY/Rock_music,0.1929541528224945
68,INEX_LD-20120511,ENTITY/Singing,0.15394704043865204
69,INEX_LD-20120512,ENTITY/Koreans,0.37603268027305603
70,INEX_LD-20120512,ENTITY/Girl_group,0.3504128158092499
71,INEX_LD-20120521,ENTITY/Electronic_music,0.4646044671535492
72,INEX_LD-20120521,ENTITY/Music_genre,0.22713994979858398
73,INEX_LD-20120522,ENTITY/Digital_audio,0.3985733687877655
74,INEX_LD-20120522,ENTITY/Scorewriter,0.5150798559188843
75,INEX_LD-20120522,ENTITY/Audio_file_format,0.3536282777786255
76,INEX_LD-20120531,ENTITY/Music,0.20947638154029846
